X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
-8847838.99429066,5408014.4288031,3385998,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,35 to 39,Minor,,West,"Automobile, Station Wagon",Overtaking,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),11
-8847838.99429066,5408014.4288031,3385999,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),12
-8847838.99429066,5408014.4288031,3386000,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,25 to 29,Minor,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),13
-8847838.99429066,5408014.4288031,3386001,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Driver,40 to 44,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),14
-8847838.99429066,5408014.4288031,3386002,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Other Property Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),15
-8822758.71301494,5424515.51490103,3387793,892682,2006,2006/03/12 05:00:00+00,240,2,EGLINTON AVE E,COMMONWEALTH AVE,,Major Arterial,Scarborough,,41,43.734945,-79.25619,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,,,,Yes,,138,Eglinton East (138),16
-8822758.71301494,5424515.51490103,3387794,892682,2006,2006/03/12 05:00:00+00,240,2,EGLINTON AVE E,COMMONWEALTH AVE,,Major Arterial,Scarborough,,41,43.734945,-79.25619,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Minor,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,Yes,,138,Eglinton East (138),17
-8822758.71301494,5424515.51490103,3387795,892682,2006,2006/03/12 05:00:00+00,240,2,EGLINTON AVE E,COMMONWEALTH AVE,,Major Arterial,Scarborough,,41,43.734945,-79.25619,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,Yes,,138,Eglinton East (138),18
-8841081.90119951,5411336.90392063,3388371,892913,2006,2006/03/12 05:00:00+00,1903,19,OSSINGTON AVE,DUNDAS ST W,,Major Arterial,Toronto and East York,,14,43.649345,-79.42079,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,,Yes,,Yes,,81,Trinity-Bellwoods (81),19
-8841081.90119951,5411336.90392063,3388372,892913,2006,2006/03/12 05:00:00+00,1903,19,OSSINGTON AVE,DUNDAS ST W,,Major Arterial,Toronto and East York,,14,43.649345,-79.42079,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,Yes,,81,Trinity-Bellwoods (81),20
-8848417.85564279,5431975.31012532,3429049,908179,2006,2006/03/18 05:00:00+00,2120,21,STEELES AVE W,SHALE GT,,Major Arterial,North York,6,31,43.783345,-79.48669,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,27,York University Heights (27),21
-8848417.85564279,5431975.31012532,3429050,908179,2006,2006/03/18 05:00:00+00,2120,21,STEELES AVE W,SHALE GT,,Major Arterial,North York,6,31,43.783345,-79.48669,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Major,,East,"Automobile, Station Wagon",Making U Turn,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,27,York University Heights (27),22
-8833823.87039979,5424176.57661367,3396285,895926,2006,2006/04/04 04:00:00+00,230,2,1340 LESLIE ST,,,Major Arterial,North York,,33,43.732745,-79.35559,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,,,,,Yes,,42,Banbury-Don Mills (42),23
-8833823.87039979,5424176.57661367,3396286,895926,2006,2006/04/04 04:00:00+00,230,2,1340 LESLIE ST,,,Major Arterial,North York,,33,43.732745,-79.35559,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,,,Yes,,42,Banbury-Don Mills (42),24
-8815478.41831706,5434550.64898298,3551265,912860,2006,2006/04/25 04:00:00+00,119,1,MILNER AVE,AUTO MALL DR,,Minor Arterial,Scarborough,25,42,43.800045,-79.19079,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,131,Rouge (131),25
-8815478.41831706,5434550.64898298,3551266,912860,2006,2006/04/25 04:00:00+00,119,1,MILNER AVE,AUTO MALL DR,,Minor Arterial,Scarborough,25,42,43.800045,-79.19079,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,131,Rouge (131),26
-8815478.41831706,5434550.64898298,3551267,912860,2006,2006/04/25 04:00:00+00,119,1,MILNER AVE,AUTO MALL DR,,Minor Arterial,Scarborough,25,42,43.800045,-79.19079,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,131,Rouge (131),27
-8815478.41831706,5434550.64898298,3551268,912860,2006,2006/04/25 04:00:00+00,119,1,MILNER AVE,AUTO MALL DR,,Minor Arterial,Scarborough,25,42,43.800045,-79.19079,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Minor,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,131,Rouge (131),28
-8852258.37807516,5428892.01848484,3430512,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,24,Black Creek (24),29
-8852258.37807516,5428892.01848484,3430513,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,24,Black Creek (24),30
-8852258.37807516,5428892.01848484,3430514,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,24,Black Creek (24),31
-8852258.37807516,5428892.01848484,3430515,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,24,Black Creek (24),32
-8852258.37807516,5428892.01848484,3430516,908702,2006,2006/05/27 04:00:00+00,2358,23,GOSFORD BLVD,ARTECH CRT,,Collector,Etobicoke York,7,31,43.763345,-79.52119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Minor,,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,24,Black Creek (24),33
-8824840.38749278,5426749.73790322,3421771,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,126,Dorset Park (126),34
-8824840.38749278,5426749.73790322,3421772,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,126,Dorset Park (126),35
-8824840.38749278,5426749.73790322,3421773,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,126,Dorset Park (126),36
-8824840.38749278,5426749.73790322,3421774,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minor,,South,"Automobile, Station Wagon",Turning Left,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,,,,Yes,,126,Dorset Park (126),37
-8824840.38749278,5426749.73790322,3421775,905408,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,126,Dorset Park (126),38
-8820777.22607882,5425116.39065066,3432928,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,,Major Arterial,Scarborough,,43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,138,Eglinton East (138),39
-8820777.22607882,5425116.39065066,3432929,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,,Major Arterial,Scarborough,,43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,138,Eglinton East (138),40
-8820777.22607882,5425116.39065066,3432930,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,,Major Arterial,Scarborough,,43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,138,Eglinton East (138),41
-8820777.22607882,5425116.39065066,3432931,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,,Major Arterial,Scarborough,,43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,138,Eglinton East (138),42
-8820777.22607882,5425116.39065066,3432932,909606,2006,2006/06/01 04:00:00+00,1203,12,MCCOWAN RD,EGLINTON AVE E,,Major Arterial,Scarborough,,43,43.738845,-79.23839,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,138,Eglinton East (138),43
-8843041.12423748,5419987.09501188,3603132,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),44
-8843041.12423748,5419987.09501188,3603133,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),45
-8843041.12423748,5419987.09501188,3603134,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),46
-8843041.12423748,5419987.09501188,3603135,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),47
-8843041.12423748,5419987.09501188,3603136,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),48
-8843041.12423748,5419987.09501188,3603137,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),49
-8843041.12423748,5419987.09501188,3603138,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minor,,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),50
-8843041.12423748,5419987.09501188,3603139,906553,2006,2006/06/05 04:00:00+00,110,1,WILLIAM R ALLEN RD N,RIDELLE AVE,,,North York,8,13,43.705545,-79.43839,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,102,Forest Hill North (102),51
-8829059.39619384,5416923.20037333,3439045,911839,2006,2006/06/18 04:00:00+00,215,2,WOODBINE AVE,DANFORTH AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,Yes,Yes,,,,,,,Yes,,Yes,,62,East End-Danforth (62),52
-8829059.39619384,5416923.20037333,3439046,911839,2006,2006/06/18 04:00:00+00,215,2,WOODBINE AVE,DANFORTH AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,North,Bicycle,Going Ahead,,,,,,Motorist turned left across cyclists path.,,,,Yes,Yes,,,,,,,Yes,,Yes,,62,East End-Danforth (62),53
-8841415.85967189,5419340.35922204,3437992,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,,Major Arterial,North York,,53,43.701345,-79.42379,Mid-Block,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Major,,West,"Automobile, Station Wagon",Overtaking,Improper Passing,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,101,Forest Hill South (101),54
-8841415.85967189,5419340.35922204,3437993,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,,Major Arterial,North York,,53,43.701345,-79.42379,Mid-Block,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,101,Forest Hill South (101),55
-8841415.85967189,5419340.35922204,3437994,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,,Major Arterial,North York,,53,43.701345,-79.42379,Mid-Block,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,None,,,Other,Unknown,,,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,101,Forest Hill South (101),56
-8841415.85967189,5419340.35922204,3437995,911449,2006,2006/06/20 04:00:00+00,2048,20,EGLINTON Aven W,OLD FOREST HILL Road,,Major Arterial,North York,,53,43.701345,-79.42379,Mid-Block,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,65 to 69,Minor,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,101,Forest Hill South (101),57
-8858670.38074485,5415953.43551838,3447744,915114,2006,2006/07/23 04:00:00+00,515,5,HIGHWAY 27 S  S,401 X W 427 X RAMP,,Major Arterial,Etobicoke York,1,23,43.679345,-79.57879,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,45 to 49,Major,,South,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,,,Yes,,1,West Humber-Clairville (1),58
-8858670.38074485,5415953.43551838,3447745,915114,2006,2006/07/23 04:00:00+00,515,5,HIGHWAY 27 S  S,401 X W 427 X RAMP,,Major Arterial,Etobicoke York,1,23,43.679345,-79.57879,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,,,,,Yes,,1,West Humber-Clairville (1),59
