X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
-8847994.84157778,5417338.84506023,3383876,891178,2006,2006/02/14 05:00:00+00,520,5,EGLINTON AVE W,BLACK CREEK DR,,Major Arterial,Etobicoke York,5,12,43.688345,-79.48289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,110,Keelesdale-Eglinton West (110),11
-8847994.84157778,5417338.84506023,3383877,891178,2006,2006/02/14 05:00:00+00,520,5,EGLINTON AVE W,BLACK CREEK DR,,Major Arterial,Etobicoke York,5,12,43.688345,-79.48289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minor,,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,110,Keelesdale-Eglinton West (110),12
-8854674.01102537,5417385.02895813,5280938,1122728,2009,2009/08/01 04:00:00+00,636,6,ISLINGTON AVE,THE WESTWAY,,Major Arterial,Etobicoke York,2,23,43.688645,-79.54289,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Minimal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,6,Kingsview Village-The Westway (6),13
-8847994.84157778,5417338.84506023,3383878,891178,2006,2006/02/14 05:00:00+00,520,5,EGLINTON AVE W,BLACK CREEK DR,,Major Arterial,Etobicoke York,5,12,43.688345,-79.48289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,110,Keelesdale-Eglinton West (110),14
-8847994.84157778,5417338.84506023,3383879,891178,2006,2006/02/14 05:00:00+00,520,5,EGLINTON AVE W,BLACK CREEK DR,,Major Arterial,Etobicoke York,5,12,43.688345,-79.48289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minor,,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,110,Keelesdale-Eglinton West (110),15
-8847994.84157778,5417338.84506023,3383880,891178,2006,2006/02/14 05:00:00+00,520,5,EGLINTON AVE W,BLACK CREEK DR,,Major Arterial,Etobicoke York,5,12,43.688345,-79.48289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,110,Keelesdale-Eglinton West (110),16
-8856455.12287807,5408060.56611315,3389946,893520,2006,2006/02/23 05:00:00+00,700,7,DUNDAS ST W,427 C S DUNDAS RAMP S,,Major Arterial,Etobicoke York,,22,43.628045,-79.55889,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,,,12,Markland Wood (12),17
-8856455.12287807,5408060.56611315,3389947,893520,2006,2006/02/23 05:00:00+00,700,7,DUNDAS ST W,427 C S DUNDAS RAMP S,,Major Arterial,Etobicoke York,,22,43.628045,-79.55889,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,,,,,Yes,Yes,,,12,Markland Wood (12),18
-8856455.12287807,5408060.56611315,3389948,893520,2006,2006/02/23 05:00:00+00,700,7,DUNDAS ST W,427 C S DUNDAS RAMP S,,Major Arterial,Etobicoke York,,22,43.628045,-79.55889,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,,,Yes,,,,,,,Yes,Yes,,,12,Markland Wood (12),19
-8816479.84845624,5434843.38873295,3388101,892810,2006,2006/03/11 05:00:00+00,915,9,MORNINGSIDE AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,25,42,43.801943,-79.199786,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,45 to 49,Fatal,,East,Motorcycle,Turning Right,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,131,Rouge (131),20
-8816479.84845624,5434843.38873295,3388102,892810,2006,2006/03/11 05:00:00+00,915,9,MORNINGSIDE AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,25,42,43.801943,-79.199786,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,unknown,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,131,Rouge (131),21
-8829248.63932819,5437049.56980509,3398172,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),22
-8829248.63932819,5437049.56980509,3398173,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),23
-8829248.63932819,5437049.56980509,3398174,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),24
-8829248.63932819,5437049.56980509,3398175,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),25
-8829248.63932819,5437049.56980509,3398176,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),26
-8829248.63932819,5437049.56980509,3398177,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),27
-8829248.63932819,5437049.56980509,3398178,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),28
-8829248.63932819,5437049.56980509,3398179,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),29
-8829248.63932819,5437049.56980509,3398180,896606,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),30
-8830350.70228704,5437574.12073515,3402266,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),31
-8830350.70228704,5437574.12073515,3402267,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minor,,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),32
-8830350.70228704,5437574.12073515,3402268,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,80 to 84,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),33
-8830350.70228704,5437574.12073515,3402269,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Minor,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),34
-8830350.70228704,5437574.12073515,3402270,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),35
-8830350.70228704,5437574.12073515,3402271,898163,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22,42,43.819645,-79.32439,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,None,,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,116,Steeles (116),36
-8825964.71434979,5422451.26561334,3401620,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,5 to 9,Minor,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),37
-8825964.71434979,5422451.26561334,3401621,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,30 to 34,Fatal,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),38
-8825964.71434979,5422451.26561334,3401622,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,35 to 39,Major,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),39
-8825964.71434979,5422451.26561334,3401623,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),40
-8825964.71434979,5422451.26561334,3401624,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),41
-8825964.71434979,5422451.26561334,3401625,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,50 to 54,None,,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),42
-8840503.03984739,5431420.24152301,3420433,904912,2006,2006/05/03 04:00:00+00,1400,14,YONGE ST,FINCH AVE E,,Major Arterial,North York,18,32,43.779745,-79.41559,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,None,,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,51,Willowdale East (51),43
-8840503.03984739,5431420.24152301,3420434,904912,2006,2006/05/03 04:00:00+00,1400,14,YONGE ST,FINCH AVE E,,Major Arterial,North York,18,32,43.779745,-79.41559,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,51,Willowdale East (51),44
-8840503.03984739,5431420.24152301,3420435,904912,2006,2006/05/03 04:00:00+00,1400,14,YONGE ST,FINCH AVE E,,Major Arterial,North York,18,32,43.779745,-79.41559,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,15 to 19,None,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,51,Willowdale East (51),45
-8860284.51336135,5414845.25750279,3428300,907900,2006,2006/05/24 04:00:00+00,622,6,RENFORTH DR,CONVAIR DR,,Major Arterial,Etobicoke York,1,23,43.672145,-79.59329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Minor,,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,Yes,Yes,,,1,West Humber-Clairville (1),46
-8860284.51336135,5414845.25750279,3428301,907900,2006,2006/05/24 04:00:00+00,622,6,RENFORTH DR,CONVAIR DR,,Major Arterial,Etobicoke York,1,23,43.672145,-79.59329,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,,,Yes,,,,,,,Yes,Yes,,,1,West Humber-Clairville (1),47
-8836072.52411382,5410521.55638126,3429666,908396,2006,2006/06/14 04:00:00+00,556,5,LAKE SHORE BLVD W,YONGE ST,,Major Arterial,Toronto and East York,10,51,43.644045,-79.37579,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,,,,,,,Yes,Yes,,,77,Waterfront Communities-The Island (77),48
-8836072.52411382,5410521.55638126,3429667,908396,2006,2006/06/14 04:00:00+00,556,5,LAKE SHORE BLVD W,YONGE ST,,Major Arterial,Toronto and East York,10,51,43.644045,-79.37579,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,None,,,"Automobile, Station Wagon",,,,,,,,,,,,Yes,,,,,,,Yes,Yes,,,77,Waterfront Communities-The Island (77),49
-8836072.52411382,5410521.55638126,3429668,908396,2006,2006/06/14 04:00:00+00,556,5,LAKE SHORE BLVD W,YONGE ST,,Major Arterial,Toronto and East York,10,51,43.644045,-79.37579,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minimal,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,Yes,Yes,,,77,Waterfront Communities-The Island (77),50
-8839189.46985603,5410890.76144888,3447455,915000,2006,2006/06/17 04:00:00+00,133,1,BATHURST ST,RICHMOND ST W,,Major Arterial,Toronto and East York,10,14,43.646445,-79.40379,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,77,Waterfront Communities-The Island (77),51
-8839189.46985603,5410890.76144888,3447456,915000,2006,2006/06/17 04:00:00+00,133,1,BATHURST ST,RICHMOND ST W,,Major Arterial,Toronto and East York,10,14,43.646445,-79.40379,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,77,Waterfront Communities-The Island (77),52
-8839189.46985603,5410890.76144888,3447457,915000,2006,2006/06/17 04:00:00+00,133,1,BATHURST ST,RICHMOND ST W,,Major Arterial,Toronto and East York,10,14,43.646445,-79.40379,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Unknown,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,77,Waterfront Communities-The Island (77),53
-8826844.13832705,5420572.27596333,3438201,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),54
-8826844.13832705,5420572.27596333,3438202,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,,North,"Automobile, Station Wagon",Turning Right,Disobeyed Traffic Control,Normal,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),55
-8826844.13832705,5420572.27596333,3438203,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,West,Bicycle,Going Ahead,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),56
-8833534.43972373,5432592.09222088,3439249,911913,2006,2006/07/04 04:00:00+00,1624,16,DON MILLS RD,VAN HORNE AVE,,Major Arterial,North York,17,33,43.787345,-79.35299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,None,,,Other,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,47,Don Valley Village (47),57
