X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
-8847838.99429066,5408014.4288031,3385996,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,,,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Passenger,15 to 19,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,17,Mimico (includes Humber Bay Shores) (17),13
-8852169.32248252,5406645.79333703,3387199,892453,2006,2006/03/08 05:00:00+00,2018,20,F G GARDINER XY E  E,KIPLING AVE,,,Etobicoke York,3,22,43.618845,-79.52039,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Rear End,Passenger,5 to 9,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,17,Mimico (includes Humber Bay Shores) (17),14
-8844610.72905766,5412413.88830144,3387731,892658,2006,2006/03/11 05:00:00+00,852,8,BLOOR ST W,DUNDAS ST W,,Major Arterial,Toronto and East York,4,11,43.656345,-79.45249,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,88,High Park North (88),15
-8816479.84845624,5434843.38873295,3388101,892810,2006,2006/03/11 05:00:00+00,915,9,MORNINGSIDE AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,25,42,43.801943,-79.199786,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,45 to 49,Fatal,,East,Motorcycle,Turning Right,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,131,Rouge (131),16
-8822758.71301494,5424515.51490103,3387795,892682,2006,2006/03/12 05:00:00+00,240,2,EGLINTON AVE E,COMMONWEALTH AVE,,Major Arterial,Scarborough,,41,43.734945,-79.25619,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,Yes,,138,Eglinton East (138),17
-8855097.02509039,5418678.27189661,3389259,893251,2006,2006/03/15 05:00:00+00,1535,15,ISLINGTON AVE,DIXON RD,,Major Arterial,Etobicoke York,,23,43.697045,-79.54669,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,6,Kingsview Village-The Westway (6),18
-8836996.4758874,5413552.5511694,3400977,897664,2006,2006/04/15 04:00:00+00,2000,20,YONGE ST,BREADALBANE ST,,Major Arterial,Toronto and East York,13,51,43.663745,-79.38409,Intersection,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,West,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Unknown,,,,Yes,,Yes,,,,,,,,,,,75,Church-Yonge Corridor (75),19
-8825964.71434979,5422451.26561334,3401621,897916,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20,41,43.721545,-79.28499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,30 to 34,Fatal,,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,,,120,Clairlea-Birchmount (120),20
-8840080.02578237,5421142.09306588,3402769,898340,2006,2006/04/20 04:00:00+00,843,8,AVENUE RD,CORTLEIGH BLVD,,Major Arterial,North York,8,53,43.713045,-79.41179,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,,South,Bicycle,Going Ahead,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,,Yes,,,Yes,,,,,,,,,103,Lawrence Park South (103),21
-8848896.5294532,5428907.4323785,3532637,898350,2006,2006/04/20 04:00:00+00,2053,20,KEELE ST,FINCH AVE W,,Major Arterial,Etobicoke York,,31,43.763445,-79.49099,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,Cyclist,15 to 19,Fatal,,North,Bicycle,Making U Turn,,,,,,Cyclist makes u-turn in-front of driver.,Improper Turn,Had Been Drinking,,Yes,,,Yes,,,,,,,,,27,York University Heights (27),22
-8856533.04652162,5428090.53151597,3603054,900120,2006,2006/04/29 04:00:00+00,2136,21,MILLWICK DR,MILVAN DR,,Collector,Etobicoke York,7,31,43.758145,-79.55959,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,40 to 44,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,21,Humber Summit (21),23
-8825007.36672897,5415337.76464998,3407617,900159,2006,2006/04/30 04:00:00+00,857,8,QUEEN ST E,FALLINGBROOK RD,,Collector,Scarborough,20,41,43.675345,-79.27639,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,Driver,55 to 59,Fatal,,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,122,Birchcliffe-Cliffside (122),24
-8840803.60247253,5411413.82721356,3409199,900756,2006,2006/05/03 04:00:00+00,1032,10,DUNDAS ST W,SHAW ST,,Major Arterial,Toronto and East York,,14,43.649845,-79.41829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,81,Trinity-Bellwoods (81),25
-8849074.64063847,5426950.07398771,3416416,903449,2006,2006/05/17 04:00:00+00,1810,18,STILECROFT DR,SENTINEL RD,,Local,North York,6,31,43.750745,-79.49259,Mid-Block,,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,0 to 4,Fatal,,North,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,,,,,,27,York University Heights (27),26
-8841894.5334823,5421034.28713212,3532752,904456,2006,2006/05/23 04:00:00+00,1840,18,BATHURST ST,GLENCAIRN AVE,,Major Arterial,North York,8,53,43.712345,-79.42809,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,,West,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,39,Bedford Park-Nortown (39),27
-8834992.72505312,5414768.30563326,3422670,905761,2006,2006/05/30 04:00:00+00,2328,23,ROSEDALE VALLEY RD,BAYVIEW AVE,,Minor Arterial,Toronto and East York,,51,43.671645,-79.36609,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,25 to 29,Fatal,,East,Motorcycle,Going Ahead,Lost control,Normal,,,,,,,,,,Yes,,,,,,Yes,,,,71,Cabbagetown-South St.James Town (71),28
-8828881.28500857,5414506.6740721,3603123,906207,2006,2006/06/02 04:00:00+00,734,7,KINGSTON RD,DUNDAS ST E,,Major Arterial,Toronto and East York,19,55,43.669945,-79.31119,Intersection,,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,63,The Beaches (63),29
-8842373.20729272,5413044.75174196,3425308,906767,2006,2006/06/05 04:00:00+00,1906,19,BLOOR ST W,HAVELOCK ST,,Major Arterial,Toronto and East York,9,14,43.660445,-79.43239,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,South,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,,Yes,,,,83,Dufferin Grove (83),30
-8823560.21334865,5426379.89810169,3427626,907646,2006,2006/06/10 04:00:00+00,934,9,MIDLAND AVE,ROMULUS DR,,Major Arterial,Scarborough,21,41,43.747045,-79.26339,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,85 to 89,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,127,Bendale (127),31
-8850232.36334272,5403939.87455221,3603195,909261,2006,2006/06/19 04:00:00+00,1208,12,LAKE SHORE BLVD W,FIFTH ST,,Major Arterial,Etobicoke York,3,22,43.601245,-79.50299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,,Unknown,Other,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Normal,,,,Yes,,,,,Yes,,,,,,,,18,New Toronto (18),32
-8828424.87509632,5422559.08810058,3603208,909409,2006,2006/06/20 04:00:00+00,2055,20,BARTLEY DR,TISDALE AVE,,Collector,North York,16,54,43.722245,-79.30709,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Motorcycle Driver,30 to 34,Fatal,,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,,,,43,Victoria Village (43),33
-8843519.79804789,5412721.62118363,3445696,914314,2006,2006/07/19 04:00:00+00,2230,22,BLOOR ST W,LANSDOWNE AVE,,Major Arterial,Toronto and East York,9,11,43.658345,-79.44269,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,,South,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,93,Dovercourt-Wallace Emerson-Junction (93),34
-8828135.44442026,5423621.97718118,3447077,914846,2006,2006/07/23 04:00:00+00,1357,13,VICTORIA PARK AVE,BISCAYNE BLVD,,Major Arterial,North York,,41,43.729145,-79.30449,Intersection,,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,,West,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale (119),35
-8854963.44170143,5418277.96305863,3603374,915991,2006,2006/07/28 04:00:00+00,1626,16,ISLINGTON AVE,DIXON RD,,Major Arterial,Etobicoke York,2,23,43.694445,-79.54549,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,,South,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,,,,,6,Kingsview Village-The Westway (6),36
-8846736.93133181,5409075.6452,3450204,916024,2006,2006/07/30 04:00:00+00,2155,21,F G GARDINER XY Ramp W,GARDINER W S KINGSWAY RAMP,,,Toronto and East York,4,11,43.634645,-79.47159,Exit Ramp Westbound,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,20 to 24,Fatal,,West,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,85,South Parkdale (85),37
-8818484.04456848,5434859.12105871,3451850,916630,2006,2006/08/01 04:00:00+00,2345,23,NEILSON RD,WICKSON TRL,,Minor Arterial,Scarborough,,42,43.802045,-79.21779,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,132,Malvern (132),38
-8849230.48792558,5414845.25750279,3603408,917154,2006,2006/08/03 04:00:00+00,130,1,JANE ST,FOXWELL ST,,Major Arterial,Etobicoke York,5,12,43.672145,-79.49399,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,,East,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Unknown,,,,Yes,,Yes,,,,,,,,,,,111,Rockcliffe-Smythe (111),39
-8818584.23211019,5429893.97517089,3459042,919332,2006,2006/08/18 04:00:00+00,1639,16,SCARBOROUGH GOLF CLUB RD,BRIMORTON DR,,Minor Arterial,Scarborough,24,43,43.769845,-79.21869,Intersection,,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Passenger,65 to 69,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,135,Morningside (135),40
-8821378.35132911,5431481.91416166,3459026,919330,2006,2006/08/18 04:00:00+00,2100,21,BELLAMY RD N,PROGRESS AVE,,Minor Arterial,Scarborough,24,43,43.780145,-79.24379,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,70 to 74,Fatal,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,137,Woburn (137),41
-8829081.660092,5428121.35664981,3603481,919641,2006,2006/08/19 04:00:00+00,1335,13,ELLESMERE RD,POLLARD DR,,Major Arterial,Scarborough,21,41,43.758345,-79.31299,Intersection,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,,South,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale (119),42
-8830996.35533364,5413475.61006801,3459516,919516,2006,2006/08/19 04:00:00+00,2345,23,QUEEN ST E,LESLIE ST,,Minor Arterial,Toronto and East York,14,55,43.663245,-79.33019,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,,North,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale (70),43
-8834369.33590468,5427643.5786532,3462225,920502,2006,2006/08/25 04:00:00+00,2330,23,LESLIE ST,COLDWATER RD,,Major Arterial,North York,,33,43.755245,-79.36049,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Turning Movement,Driver,60 to 64,Fatal,,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,,,,,,,,,Yes,,,,,,,Yes,,,,40,St.Andrew-Windfields (40),44
-8839200.60180511,5409583.22655009,3462733,920690,2006,2006/08/27 04:00:00+00,1928,19,F G GARDINER XY  W,BATHURST ST,,,Toronto and East York,10,14,43.637945,-79.40389,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,,West,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,82,Niagara (82),45
-8816480.2937342,5434843.69720967,3468891,922948,2006,2006/09/09 04:00:00+00,308,3,MORNINGSIDE AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,25,42,43.801945,-79.19979,Intersection,,Traffic Signal,Clear,Dark,Wet,Fatal,Angle,Passenger,25 to 29,Fatal,,,Other,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,Yes,,,131,Rouge (131),46
-8833590.09946913,5421588.73106373,3470109,923394,2006,2006/09/11 04:00:00+00,1629,16,EGLINTON AVE E,LESLIE ST,,Major Arterial,North York,15,53,43.715945,-79.35349,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,,West,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,,,Yes,,,,,Yes,,,,55,Thorncliffe Park (55),47
-8821979.47657939,5425100.98309127,3603718,925837,2006,2006/09/22 04:00:00+00,2158,21,BRIMLEY RD,WETHERBY DR,,Major Arterial,Scarborough,21,43,43.738745,-79.24919,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,SMV Other,Driver,40 to 44,Fatal,,South,"Automobile, Station Wagon",Turning Left,Lost control,Inattentive,,,,,,,,,Yes,,,,,,Yes,Yes,,,,138,Eglinton East (138),48
-8815456.1544189,5438361.003141,3490523,930890,2006,2006/10/18 04:00:00+00,2136,21,OLD FINCH AVE,REESOR RD,,Collector,Scarborough,25,42,43.824745,-79.19059,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,20 to 24,Fatal,,West,Motorcycle,Going Ahead,Lost control,Inattentive,,,,,,,,,,Yes,,,,,,,,,,131,Rouge (131),49
-8861186.20123678,5423822.24535302,3551773,933173,2006,2006/10/29 04:00:00+00,35,3,HIGHWAY 27  N,HUMBER COLLEGE BLVD,,Major Arterial,Etobicoke York,1,23,43.730445,-79.60139,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville (1),50
-8828981.47255028,5436201.09476688,3505146,936341,2006,2006/11/04 05:00:00+00,1805,18,BIRCHMOUNT RD,IVY BUSH AVE,,Major Arterial,Scarborough,22,42,43.810745,-79.31209,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,75 to 79,Fatal,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,,,,,,,,,Yes,,,,,,,Yes,,,,116,Steeles (116),51
-8847516.16776736,5408322.01521984,3604962,935742,2006,2006/11/11 05:00:00+00,638,6,F G GARDINER XY  W,GARDINER W LAKE SHORE W RAMP,,,Etobicoke York,3,22,43.629745,-79.47859,Mid-Block,,No Control,Clear,Dark,Wet,Fatal,Sideswipe,Driver,45 to 49,Fatal,,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,Yes,,,,,,17,Mimico (includes Humber Bay Shores) (17),52
-8842562.45042706,5424885.27996164,3533967,939458,2006,2006/11/30 05:00:00+00,720,7,WILSON AVE,BATHURST ST,,Major Arterial,North York,6,32,43.737345,-79.43409,Intersection,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,38,Lansing-Westgate (38),53
-8824539.82486763,5433902.89123284,3552006,940637,2006,2006/12/07 05:00:00+00,1545,15,BRIMLEY RD,HUNTINGWOOD DR,,Major Arterial,Scarborough,23,42,43.795845,-79.27219,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,129,Agincourt North (129),54
-8849631.23809244,5416138.14478252,3516851,940775,2006,2006/12/08 05:00:00+00,1719,17,JANE ST,BEXLEY CRES,,Major Arterial,Etobicoke York,5,12,43.680545,-79.49759,Intersection,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,Yes,,,,,,111,Rockcliffe-Smythe (111),55
-8828035.25687854,5422559.08810058,3609254,943986,2006,2006/12/23 05:00:00+00,1809,18,O CONNOR DR,LEAFY WOODWAY,,Major Arterial,North York,16,54,43.722245,-79.30359,Intersection,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,43,Victoria Village (43),56
