X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
-8848896.5294532,5428907.4323785,3532638,898350,2006,2006/04/20 04:00:00+00,2053,20,KEELE ST,FINCH AVE W,,Major Arterial,Etobicoke York,,31,43.763445,-79.49099,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,,,Yes,,,,,,,,,27,York University Heights (27),15
-8848896.5294532,5428907.4323785,3532639,898350,2006,2006/04/20 04:00:00+00,2053,20,KEELE ST,FINCH AVE W,,Major Arterial,Etobicoke York,,31,43.763445,-79.49099,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,Truck Driver,45 to 49,None,,West,Truck - Open,Turning Right,Driving Properly,Normal,,,,,,,,Yes,,,Yes,,,,,,,,,27,York University Heights (27),16
-8844087.30481195,5412552.21296382,3414822,902863,2006,2006/04/25 04:00:00+00,800,8,BLOOR ST W,SYMINGTON AVE,,Major Arterial,Toronto and East York,9,11,43.657244,-79.447788,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,83,Dufferin Grove (83),17
-8844087.30481195,5412552.21296382,3414823,902863,2006,2006/04/25 04:00:00+00,800,8,BLOOR ST W,SYMINGTON AVE,,Major Arterial,Toronto and East York,9,11,43.657244,-79.447788,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,,,,,,,83,Dufferin Grove (83),18
-8844087.30481195,5412552.21296382,3414824,902863,2006,2006/04/25 04:00:00+00,800,8,BLOOR ST W,SYMINGTON AVE,,Major Arterial,Toronto and East York,9,11,43.657244,-79.447788,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,,North,Bicycle,Other,,,,,,Motorist turned left across cyclists path.,,,,Yes,Yes,,,,,,,,,,,83,Dufferin Grove (83),19
-8842662.63796878,5412967.81486963,3514246,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),20
-8842662.63796878,5412967.81486963,3514247,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,50 to 54,Minimal,,,Other,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),21
-8842662.63796878,5412967.81486963,3514248,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),22
-8842662.63796878,5412967.81486963,3514249,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),23
-8842662.63796878,5412967.81486963,3514250,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),24
-8842662.63796878,5412967.81486963,3514251,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),25
-8842662.63796878,5412967.81486963,3514252,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Minor,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),26
-8842662.63796878,5412967.81486963,3514253,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),27
-8842662.63796878,5412967.81486963,3514254,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,,East,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),28
-8842662.63796878,5412967.81486963,3514255,939781,2006,2006/04/28 04:00:00+00,2349,23,BLOOR ST W,DUFFERIN ST,,Major Arterial,Toronto and East York,9,14,43.659945,-79.43499,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Other Property Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,,83,Dufferin Grove (83),29
-8840035.49798606,5413814.15570766,3414715,902826,2006,2006/05/03 04:00:00+00,900,9,BATHURST ST,BLOOR ST W,,Major Arterial,Toronto and East York,11,14,43.665445,-79.41139,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,,North,"Automobile, Station Wagon",Parked,Other,Unknown,,,,,,,,Yes,Yes,,,,,,,,,,,95,Annex (95),30
-8840035.49798606,5413814.15570766,3414716,902826,2006,2006/05/03 04:00:00+00,900,9,BATHURST ST,BLOOR ST W,,Major Arterial,Toronto and East York,11,14,43.665445,-79.41139,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,,North,Bicycle,Going Ahead,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,,Yes,Yes,,,,,,,,,,,95,Annex (95),31
-8833968.58573782,5429724.4056163,3459567,919534,2006,2006/05/17 04:00:00+00,1215,12,6 HAVENBROOK BLVD,,,Local,North York,17,33,43.768745,-79.35689,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,75 to 79,None,,West,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,,,,,,,,Yes,Yes,,,,,,,Yes,,,,53,Henry Farm (53),32
-8833968.58573782,5429724.4056163,3459568,919534,2006,2006/05/17 04:00:00+00,1215,12,6 HAVENBROOK BLVD,,,Local,North York,17,33,43.768745,-79.35689,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,70 to 74,Major,,West,Bicycle,Overtaking,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal,,Yes,Yes,,,,,,,Yes,,,,53,Henry Farm (53),33
-8836740.44105858,5413183.23972679,3440126,912231,2006,2006/05/24 04:00:00+00,1915,19,30 CARLTON ST,,,Major Arterial,Toronto and East York,13,51,43.661345,-79.38179,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,,,,,,,75,Church-Yonge Corridor (75),34
-8836740.44105858,5413183.23972679,3440127,912231,2006,2006/05/24 04:00:00+00,1915,19,30 CARLTON ST,,,Major Arterial,Toronto and East York,13,51,43.661345,-79.38179,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,,West,"Automobile, Station Wagon",Parked,Other,Normal,,,,,,,,Yes,Yes,,,,,,,,,,,75,Church-Yonge Corridor (75),35
-8836740.44105858,5413183.23972679,3440128,912231,2006,2006/05/24 04:00:00+00,1915,19,30 CARLTON ST,,,Major Arterial,Toronto and East York,13,51,43.661345,-79.38179,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,,West,Bicycle,Going Ahead,,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,,Yes,Yes,,,,,,,,,,,75,Church-Yonge Corridor (75),36
-8838020.6152027,5417015.5642425,3454386,917581,2006,2006/05/25 04:00:00+00,2250,22,YONGE ST,ROSEHILL AVE,,Major Arterial,Toronto and East York,12,53,43.686245,-79.39329,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Had Been Drinking,,,,Yes,Yes,,,,,,,,,,,,98,Rosedale-Moore Park (98),37
-8838020.6152027,5417015.5642425,3454387,917581,2006,2006/05/25 04:00:00+00,2250,22,YONGE ST,ROSEHILL AVE,,Major Arterial,Toronto and East York,12,53,43.686245,-79.39329,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Cyclist,40 to 44,None,,South,Bicycle,Going Ahead,,,,,,Cyclist strikes pedestrian.,Disobeyed Traffic Control,Normal,Yes,Yes,,,,,,,,,,,,98,Rosedale-Moore Park (98),38
-8840525.30374555,5415553.24478544,3421898,905457,2006,2006/05/26 04:00:00+00,2214,22,BATHURST ST,DAVENPORT RD,,Major Arterial,Toronto and East York,12,13,43.676745,-79.41579,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,,South,Bicycle,Going Ahead,,,,,,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Had Been Drinking,,Yes,,,,,,,,,,,,96,Casa Loma (96),39
-8837441.75385057,5415029.94460544,3438904,911791,2006,2006/06/06 04:00:00+00,1530,15,YONGE ST,DAVENPORT RD,,Major Arterial,Toronto and East York,11,53,43.673345,-79.38809,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,,North,"Automobile, Station Wagon",Turning Right,Driving Properly,Unknown,,,,,,,,Yes,Yes,,,,,,,,,,,98,Rosedale-Moore Park (98),40
-8837441.75385057,5415029.94460544,3438905,911791,2006,2006/06/06 04:00:00+00,1530,15,YONGE ST,DAVENPORT RD,,Major Arterial,Toronto and East York,11,53,43.673345,-79.38809,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,,North,Bicycle,Going Ahead,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Unknown,,Yes,Yes,,,,,,,,,,,98,Rosedale-Moore Park (98),41
-8841994.60970453,5414521.75616081,3478314,926382,2006,2006/06/10 04:00:00+00,1646,16,OSSINGTON AVE,DUPONT ST,,Major Arterial,Toronto and East York,,14,43.670043,-79.428989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,93,Dovercourt-Wallace Emerson-Junction (93),42
-8841994.60970453,5414521.75616081,3478315,926382,2006,2006/06/10 04:00:00+00,1646,16,OSSINGTON AVE,DUPONT ST,,Major Arterial,Toronto and East York,,14,43.670043,-79.428989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,,,,Yes,,,,Yes,,,,,,,,93,Dovercourt-Wallace Emerson-Junction (93),43
-8841994.60970453,5414521.75616081,3478316,926382,2006,2006/06/10 04:00:00+00,1646,16,OSSINGTON AVE,DUPONT ST,,Major Arterial,Toronto and East York,,14,43.670043,-79.428989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,,East,Bicycle,Going Ahead,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal,,Yes,,,,Yes,,,,,,,,93,Dovercourt-Wallace Emerson-Junction (93),44
-8835014.98895128,5412460.04758035,3437738,911355,2006,2006/06/17 04:00:00+00,1325,13,SHUTER ST,BERKELEY ST,,Minor Arterial,Toronto and East York,13,51,43.656645,-79.36629,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,Yes,Yes,,,,,,,,,,,73,Moss Park (73),45
-8835014.98895128,5412460.04758035,3437739,911355,2006,2006/06/17 04:00:00+00,1325,13,SHUTER ST,BERKELEY ST,,Minor Arterial,Toronto and East York,13,51,43.656645,-79.36629,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,,North,Bicycle,Turning Right,,,,,,Cyclist turns right across motorists path,Failed to Yield Right of Way,Normal,,Yes,Yes,,,,,,,,,,,73,Moss Park (73),46
-8829059.39619384,5416923.20037333,3439045,911839,2006,2006/06/18 04:00:00+00,215,2,WOODBINE AVE,DANFORTH AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,Yes,Yes,,,,,,,Yes,,Yes,,62,East End-Danforth (62),47
-8829059.39619384,5416923.20037333,3439046,911839,2006,2006/06/18 04:00:00+00,215,2,WOODBINE AVE,DANFORTH AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,North,Bicycle,Going Ahead,,,,,,Motorist turned left across cyclists path.,,,,Yes,Yes,,,,,,,Yes,,Yes,,62,East End-Danforth (62),48
-8838065.14299902,5414337.38701075,3439423,911972,2006,2006/06/18 04:00:00+00,2105,21,BLOOR ST W,AVENUE RD,,Major Arterial,Toronto and East York,11,53,43.668845,-79.39369,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,95,Annex (95),49
-8838065.14299902,5414337.38701075,3439424,911972,2006,2006/06/18 04:00:00+00,2105,21,BLOOR ST W,AVENUE RD,,Major Arterial,Toronto and East York,11,53,43.668845,-79.39369,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,,East,"Automobile, Station Wagon",Overtaking,Improper Passing,Inattentive,,,,,,,,Yes,Yes,,,,,,,Yes,,,,95,Annex (95),50
-8838065.14299902,5414337.38701075,3439425,911972,2006,2006/06/18 04:00:00+00,2105,21,BLOOR ST W,AVENUE RD,,Major Arterial,Toronto and East York,11,53,43.668845,-79.39369,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,,East,Bicycle,Going Ahead,,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,,,,95,Annex (95),51
-8826844.13832705,5420572.27596333,3438201,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),52
-8826844.13832705,5420572.27596333,3438202,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,,North,"Automobile, Station Wagon",Turning Right,Disobeyed Traffic Control,Normal,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),53
-8826844.13832705,5420572.27596333,3438203,911524,2006,2006/06/18 04:00:00+00,2210,22,ST CLAIR AVE E,WESTBOURNE AVE,,Major Arterial,Scarborough,20,41,43.709345,-79.29289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,West,Bicycle,Going Ahead,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,Yes,,,120,Clairlea-Birchmount (120),54
-8829059.39619384,5416923.20037333,3455659,918059,2006,2006/06/21 04:00:00+00,800,8,DANFORTH AVE,WOODBINE AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,South,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,Yes,,,,,,,,,,,,62,East End-Danforth (62),55
-8829059.39619384,5416923.20037333,3455660,918059,2006,2006/06/21 04:00:00+00,800,8,DANFORTH AVE,WOODBINE AVE,,Major Arterial,Toronto and East York,19,54,43.685645,-79.31279,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,None,,South,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,Yes,,,,,,,,,,,,62,East End-Danforth (62),56
