X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
-8830751.4524539,5425332.09918416,6671913,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Truck Driver,40 to 44,None,,West,Truck - Open,Slowing or Stopping,Driving Properly,Normal,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),13
-8830751.4524539,5425332.09918416,6671914,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),14
-8830751.4524539,5425332.09918416,6671915,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,45 to 49,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),15
-8847794.46649435,5432175.75977947,4152991,961761,2007,2007/03/05 05:00:00+00,2145,21,STEELES AVE W,ALNESS ST,,Major Arterial,North York,6,32,43.784645,-79.48109,Intersection,At Intersection,Traffic Signal,Clear,Dark,Loose Snow,Non-Fatal Injury,Turning Movement,Other,unknown,None,,,Other,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,Yes,27,York University Heights (27),16
-8830751.4524539,5425332.09918416,6671916,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,55 to 59,None,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),17
-8830751.4524539,5425332.09918416,6671917,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,40 to 44,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),18
-8830751.4524539,5425332.09918416,6671918,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),19
-8830751.4524539,5425332.09918416,6671919,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,50 to 54,None,,West,Municipal Transit Bus (TTC),Changing Lanes,Exceeding Speed Limit,Normal,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),20
-8830751.4524539,5425332.09918416,6671920,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,20 to 24,None,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),21
-8830751.4524539,5425332.09918416,6671921,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,40 to 44,Fatal,22,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),22
-8830751.4524539,5425332.09918416,6671922,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,35 to 39,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),23
-8830751.4524539,5425332.09918416,6671923,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,45 to 49,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),24
-8830751.4524539,5425332.09918416,6671924,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,35 to 39,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),25
-8830751.4524539,5425332.09918416,6671925,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,25 to 29,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),26
-8830751.4524539,5425332.09918416,6671926,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,5 to 9,None,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),27
-8830751.4524539,5425332.09918416,6671927,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,15 to 19,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),28
-8830751.4524539,5425332.09918416,6671928,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,35 to 39,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),29
-8830751.4524539,5425332.09918416,6671929,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,20 to 24,None,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),30
-8830751.4524539,5425332.09918416,6671930,1252228,2011,2011/08/30 04:00:00+00,1438,14,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,16,33,43.740245,-79.32799,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,40 to 44,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village (43),31
-8845957.69489626,5413798.76700033,6671870,1252206,2011,2011/08/31 04:00:00+00,946,9,DUNDAS ST W,KEELE ST,,Major Arterial,Toronto and East York,4,11,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,60 to 64,None,,West,Truck - Open,Turning Right,Improper Turn,Inattentive,,,,,,,,Yes,,,Yes,,,,,,,,,90,Junction Area (90),32
-8845957.69489626,5413798.76700033,6671871,1252206,2011,2011/08/31 04:00:00+00,946,9,DUNDAS ST W,KEELE ST,,Major Arterial,Toronto and East York,4,11,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,,,Yes,,,,,,,,,90,Junction Area (90),33
-8845957.69489626,5413798.76700033,6671872,1252206,2011,2011/08/31 04:00:00+00,946,9,DUNDAS ST W,KEELE ST,,Major Arterial,Toronto and East York,4,11,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,70 to 74,Major,,West,Bicycle,Going Ahead,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,,,Yes,,,,,,,,,90,Junction Area (90),34
-8830617.86906495,5413583.32778939,6806248,1267990,2011,2011/10/03 04:00:00+00,1700,17,QUEEN ST E,HILTZ AVE,,Minor Arterial,Toronto and East York,14,55,43.663945,-79.32679,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,,,Yes,,,Yes,,,,,,65,Greenwood-Coxwell (65),35
-8830617.86906495,5413583.32778939,6806249,1267990,2011,2011/10/03 04:00:00+00,1700,17,QUEEN ST E,HILTZ AVE,,Minor Arterial,Toronto and East York,14,55,43.663945,-79.32679,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Truck Driver,45 to 49,None,,West,Truck - Open,Stopped,Driving Properly,Normal,,,,,,,,,,,Yes,,,Yes,,,,,,65,Greenwood-Coxwell (65),36
-8830617.86906495,5413583.32778939,6806250,1267990,2011,2011/10/03 04:00:00+00,1700,17,QUEEN ST E,HILTZ AVE,,Minor Arterial,Toronto and East York,14,55,43.663945,-79.32679,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Major,,,Other,,,,,,,,,,,,,,Yes,,,Yes,,,,,,65,Greenwood-Coxwell (65),37
-8830617.86906495,5413583.32778939,6806251,1267990,2011,2011/10/03 04:00:00+00,1700,17,QUEEN ST E,HILTZ AVE,,Minor Arterial,Toronto and East York,14,55,43.663945,-79.32679,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,Minimal,,West,Other,Going Ahead,Lost control,Inattentive,,,,,,,,,,,Yes,,,Yes,,,,,,65,Greenwood-Coxwell (65),38
-8831230.12626431,5425316.6912645,6688487,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,60 to 64,Major,,,Other,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),39
-8831230.12626431,5425316.6912645,6688488,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),40
-8831230.12626431,5425316.6912645,6688489,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Truck Driver,35 to 39,None,,South,Truck - Open,Going Ahead,Lost control,"Ability Impaired, Drugs",,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),41
-8831230.12626431,5425316.6912645,6688490,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),42
-8831230.12626431,5425316.6912645,6688491,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,,,Other,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),43
-8831230.12626431,5425316.6912645,6688492,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,Minor,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),44
-8831230.12626431,5425316.6912645,6688493,1259641,2011,2011/10/18 04:00:00+00,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,,North York,16,33,43.740145,-79.33229,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Other Property Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,,,Yes,,Yes,,,,42,Banbury-Don Mills (42),45
-8838209.85833705,5410736.92421142,6689756,1260146,2011,2011/10/21 04:00:00+00,630,6,SPADINA AVE W,KING ST W,,Major Arterial,Toronto and East York,10,52,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,77,Waterfront Communities-The Island (77),46
-8838209.85833705,5410736.92421142,6689757,1260146,2011,2011/10/21 04:00:00+00,630,6,SPADINA AVE W,KING ST W,,Major Arterial,Toronto and East York,10,52,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,30 to 34,None,,,Other,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,77,Waterfront Communities-The Island (77),47
-8838209.85833705,5410736.92421142,6689758,1260146,2011,2011/10/21 04:00:00+00,630,6,SPADINA AVE W,KING ST W,,Major Arterial,Toronto and East York,10,52,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Truck Driver,35 to 39,None,,South,Truck - Open,Turning Right,Driving Properly,Normal,,,,,,,Yes,,,,Yes,,,Yes,,,,,,77,Waterfront Communities-The Island (77),48
-8838209.85833705,5410736.92421142,6689759,1260146,2011,2011/10/21 04:00:00+00,630,6,SPADINA AVE W,KING ST W,,Major Arterial,Toronto and East York,10,52,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,29,East,Other,,,,Other / Undefined,Walking on Roadway Against Traffic,Unknown,,,,Yes,,,,Yes,,,Yes,,,,,,77,Waterfront Communities-The Island (77),49
-8835527.05860893,5414183.49237446,6717518,1272062,2011,2011/10/31 04:00:00+00,1030,10,240 WELLESLEY St E,,,Minor Arterial,Toronto and East York,13,51,43.667845,-79.37089,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,,,Yes,,,,,,,,,71,Cabbagetown-South St.James Town (71),50
-8835527.05860893,5414183.49237446,6717519,1272062,2011,2011/10/31 04:00:00+00,1030,10,240 WELLESLEY St E,,,Minor Arterial,Toronto and East York,13,51,43.667845,-79.37089,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,60 to 64,None,,South,Truck - Open,Turning Right,Driving Properly,Normal,,,,,,,,Yes,,,Yes,,,,,,,,,71,Cabbagetown-South St.James Town (71),51
-8835527.05860893,5414183.49237446,6717520,1272062,2011,2011/10/31 04:00:00+00,1030,10,240 WELLESLEY St E,,,Minor Arterial,Toronto and East York,13,51,43.667845,-79.37089,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,,South,Bicycle,Turning Right,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Other,Normal,,Yes,,,Yes,,,,,,,,,71,Cabbagetown-South St.James Town (71),52
-8843553.19389512,5411536.90581423,6805911,1263147,2011,2011/11/07 05:00:00+00,1134,11,DUNDAS ST W,STERLING RD,,Minor Arterial,Toronto and East York,9,11,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,Yes,,,Yes,,,,,,,,,83,Dufferin Grove (83),53
-8843553.19389512,5411536.90581423,6805912,1263147,2011,2011/11/07 05:00:00+00,1134,11,DUNDAS ST W,STERLING RD,,Minor Arterial,Toronto and East York,9,11,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Truck Driver,65 to 69,None,,South,Truck - Open,Turning Right,Driving Properly,Normal,,,,,,,,Yes,,,Yes,,,,,,,,,83,Dufferin Grove (83),54
-8843553.19389512,5411536.90581423,6805913,1263147,2011,2011/11/07 05:00:00+00,1134,11,DUNDAS ST W,STERLING RD,,Minor Arterial,Toronto and East York,9,11,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Turning Right,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Improper Turn,Unknown,,Yes,,,Yes,,,,,,,,,83,Dufferin Grove (83),55
-8820176.10082854,5431373.98731479,6721657,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),56
-8820176.10082854,5431373.98731479,6721658,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Truck Driver,45 to 49,None,,South,Truck - Open,Stopped,Driving Properly,Normal,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),57
-8820176.10082854,5431373.98731479,6721659,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Other,unknown,None,,South,Other,Stopped,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),58
-8820176.10082854,5431373.98731479,6721660,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,Major,,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),59
-8820176.10082854,5431373.98731479,6721661,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,Other,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),60
-8820176.10082854,5431373.98731479,6721662,1274629,2011,2011/11/11 05:00:00+00,1307,13,MARKHAM Road,TUXEDO Cour,,Major Arterial,Scarborough,24,43,43.779445,-79.23299,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Slowing or Stopping,Following too Close,Inattentive,,,,,,,,,Yes,,Yes,,,,,Yes,,,,137,Woburn (137),61
