accident_id,time_id,road_condition_id,hood_id,latitude,longitude
1181613,102085,100010,76,43.661045,-79.38479
1182360,102087,100010,92,43.676645,-79.44899000000001
1096633,102127,100010,28,43.704745,-79.50429
1064978,102137,100010,26,43.728545000000004,-79.48249
1101573,102144,100010,131,43.824545,-79.24809
1101048,102148,100010,119,43.759045,-79.31019
1100023,102155,100010,1,43.731145,-79.60169
1105956,102176,100010,14,43.614345,-79.55519
1106370,102195,100010,1,43.686645,-79.59799
1108048,102195,100010,136,43.768045,-79.18769
1105521,102199,100010,73,43.655945,-79.35769
1111784,102214,100010,27,43.768145000000004,-79.46959
1148377,102276,100010,129,43.804745000000004,-79.28149
1149557,102285,100010,70,43.658545000000004,-79.35139000000001
1153821,102302,100010,26,43.739045000000004,-79.51449000000001
1152788,102315,100010,38,43.758445,-79.42459000000001
1128218,102350,100010,20,43.602245,-79.54549
1133727,102363,100010,40,43.762345,-79.36189
1133805,102373,100010,91,43.673745000000004,-79.46309000000001
1131025,102385,100010,77,43.650545,-79.38799
1131172,102385,100010,36,43.796645,-79.42629000000001
1135676,102396,100010,79,43.665745,-79.40799
1132126,102402,100010,2,43.740745000000004,-79.58679000000001
1139402,102432,100010,27,43.753045,-79.48839
1137790,102434,100010,98,43.676245,-79.38069
1137133,102444,100010,77,43.649045,-79.35249
1137184,102444,100010,39,43.726645,-79.43139000000001
1116959,102462,100010,77,43.648645,-79.35259
1155869,102472,100010,128,43.788845,-79.26249
1156458,102490,100010,75,43.663845,-79.38419
1141576,102491,100010,79,43.658845,-79.39529
1065143,102501,100010,39,43.727345,-79.43159
1113455,102502,100010,16,43.624545,-79.51049
1086335,102510,100010,1,43.695345,-79.59939
1117851,102513,100010,31,43.719245,-79.45589
1138159,102515,100010,138,43.735845,-79.24689000000001
1065595,102516,100010,1,43.690045,-79.58279
1114984,102528,100010,93,43.670545000000004,-79.42659
1126624,102555,100010,136,43.775445,-79.17509
1072032,102571,100010,1,43.753145,-79.62429
1073092,102576,100010,95,43.674745,-79.40769
1073992,102583,100010,33,43.729045,-79.45809
1075399,102604,100010,113,43.700945000000004,-79.51279
1074265,102621,100010,27,43.762845,-79.49089000000001
1074266,102621,100010,33,43.754745,-79.44219
1143350,102644,100010,77,43.646145000000004,-79.37009
1139528,102647,100010,77,43.639545,-79.38649000000001
1150406,102707,100010,127,43.749545,-79.24449
1116367,102724,100010,69,43.679545000000005,-79.34179
1111945,102748,100010,128,43.793045,-79.24249
1118389,102748,100010,103,43.717445,-79.41399
1113871,102757,100010,108,43.695945,-79.44909
1113557,102765,100010,26,43.728545000000004,-79.48249
1114459,102768,100010,128,43.791045000000004,-79.25189
1116081,102786,100010,28,43.717045,-79.50769
1122274,102786,100010,1,43.712245,-79.58039000000001
1092795,102811,100010,27,43.747545,-79.48709000000001
1090380,102818,100010,44,43.709445,-79.334186
1090810,102824,100010,77,43.644645000000004,-79.37469
1097606,102832,100010,128,43.786645,-79.27299000000001
1097174,102863,100010,88,43.656345,-79.45249
1127797,102947,100010,55,43.707645,-79.34289
1128196,102950,100010,51,43.760345,-79.41069
1128059,102960,100010,21,43.751745,-79.54409
1122431,102960,100010,39,43.731245,-79.43249
1128166,102962,100010,124,43.731145,-79.26759
1129305,102964,100010,77,43.644045,-79.40199
1130310,102972,100010,76,43.661745,-79.38989000000001
1125395,102972,100010,26,43.724445,-79.48159
1132060,102994,100010,126,43.747645,-79.28399
1246967,103009,100010,18,43.600445,-79.50639
1247048,103009,100010,95,43.669545,-79.41299000000001
1201944,103014,100010,125,43.730145,-79.27709
1196492,103014,100010,98,43.675245000000004,-79.38049000000001
1198672,103042,100010,127,43.755545,-79.24529
1203088,103042,100010,97,43.687545,-79.40189000000001
1204643,103076,100010,76,43.656245,-79.38139
1212390,103085,100010,116,43.821845,-79.31499000000001
1206537,103085,100010,25,43.739445,-79.51179
1209207,103095,100010,96,43.673945,-79.41469000000001
1219081,103100,100010,67,43.677043,-79.354587
1262837,103114,100010,62,43.687845,-79.30339000000001
1273068,103114,100010,83,43.660645,-79.43169
1247356,103124,100010,66,43.680845,-79.33539
1253623,103129,100010,1,43.753945,-79.62099
1211163,103133,100010,24,43.756945,-79.51979
1235236,103137,100010,118,43.776645,-79.31699
1244686,103145,100010,40,43.745245000000004,-79.40699000000001
1264189,103159,100010,79,43.662645,-79.41019
1266099,103166,100010,95,43.673945,-79.39629000000001
1266571,103179,100010,122,43.681645,-79.28079
1255438,103182,100010,1,43.686645,-79.59699
1266936,103186,100010,83,43.658445,-79.44219
1255770,103186,100010,127,43.755245,-79.24679
1267989,103192,100010,76,43.662045,-79.38619
1257535,103194,100010,4,43.714845000000004,-79.56819
1269435,103208,100010,66,43.680345,-79.33779
1193686,103261,100010,104,43.707045,-79.39669
1185844,103261,100010,14,43.648945,-79.52929
1247398,103262,100010,17,43.607645,-79.49039
1249781,103262,100010,76,43.651545,-79.38349000000001
1263909,103276,100010,82,43.643778000000005,-79.403369
1247270,103291,100010,51,43.754145,-79.40859
1241592,103305,100010,117,43.786906,-79.311565
1249845,103311,100010,133,43.798345,-79.14709
1242674,103311,100010,28,43.707345000000004,-79.49739
1250979,103320,100010,42,43.723445,-79.33969
1250894,103320,100010,69,43.679745000000004,-79.34059
1250828,103324,100010,131,43.802245,-79.19829
1244530,103332,100010,52,43.778845000000004,-79.39079
1251243,103338,100010,117,43.802745,-79.30849
1251696,103338,100010,55,43.714045,-79.36229
1251261,103338,100010,112,43.691945000000004,-79.47429
1246125,103354,100010,52,43.787645,-79.38019
1186908,103389,100010,55,43.701845,-79.35809
1193217,103389,100010,83,43.652845,-79.43109
1186032,103420,100010,93,43.664245,-79.43719
1186961,103427,100010,95,43.675545,-79.39689
1183116,103461,100010,79,43.665945,-79.40339
1183999,103467,100010,129,43.796945,-79.27269
1263449,103480,100010,78,43.649445,-79.39659
1270503,103496,100010,111,43.676245,-79.49569
1264639,103508,100010,44,43.710445,-79.33459
1265738,103510,100010,34,43.760045,-79.46499
1266196,103512,100010,131,43.801445,-79.14229
1276407,103514,100010,25,43.756945,-79.51939
1278436,103526,100010,78,43.655845,-79.39919
1281373,103537,100010,110,43.691045,-79.47099
1271043,103540,100010,25,43.751245000000004,-79.51619000000001
1283294,103545,100010,110,43.689745,-79.47489
1281688,103545,100010,92,43.682945000000004,-79.44509000000001
1282698,103559,100010,76,43.646245,-79.38409
1257392,103579,100010,110,43.687845,-79.48269
1228586,103589,100010,76,43.655945,-79.38279
1228585,103589,100010,1,43.739845,-79.60559
1229003,103592,100010,12,43.631645,-79.57599
1236150,103601,100010,90,43.672345,-79.46829
1230701,103606,100010,77,43.649045,-79.35619
1232010,103608,100010,41,43.741845,-79.40619000000001
1242807,103651,100010,129,43.813645,-79.27009
1194416,103668,100010,76,43.651645,-79.38309
1251421,103677,100010,54,43.707845,-79.30189
1258512,103677,100010,75,43.653345,-79.37519
1258313,103683,100010,2,43.760045,-79.58609
1249167,103689,100010,16,43.627845,-79.49589
1259578,103694,100010,87,43.651845,-79.47289
1252228,103713,100010,43,43.740245,-79.32799
1252379,103737,100010,129,43.800545,-79.28489
1225497,103790,100010,76,43.650445,-79.38099
1215284,103792,100010,93,43.661745,-79.42689
1217753,103803,100010,115,43.683745,-79.49859000000001
1245730,103807,100010,104,43.702145,-79.39739
1231647,103813,100010,93,43.665845000000004,-79.43789
1233009,103827,100010,73,43.651545,-79.36709
1189019,103841,100010,18,43.600845,-79.50469
1189134,103841,100010,78,43.650945,-79.39729
1205381,103844,100010,77,43.648845,-79.39579
1197847,103861,100010,30,43.699945,-79.47609
1198068,103863,100010,66,43.682145,-79.34609
1191325,103863,100010,3,43.738245,-79.57159
1198624,103868,100010,107,43.692545,-79.44899000000001
1199172,103879,100010,98,43.684345,-79.39259
1193897,103901,100010,118,43.783045,-79.289287
1200323,103901,100010,26,43.722745,-79.49939
1193945,103912,100010,1,43.708145,-79.59119
1194056,103912,100010,122,43.689745,-79.26789000000001
1194057,103917,100010,51,43.758045,-79.41009
1197308,103920,100010,122,43.708245,-79.25009
1288652,103952,100010,41,43.728245,-79.38709
1279961,103956,100010,21,43.769145,-79.55219
1298747,104000,100010,119,43.744545,-79.29829000000001
1306710,104001,100010,93,43.669545,-79.43949
1306967,104005,100010,77,43.649045,-79.39089
1299777,104013,100010,129,43.806245000000004,-79.28829
1289788,104014,100010,37,43.770345,-79.44209000000001
1306744,104023,100010,118,43.779745,-79.30349
1301640,104030,100010,92,43.681243,-79.44439200000001
1301789,104034,100010,2,43.743145,-79.58279
1307961,104035,100010,76,43.649845,-79.38709
1308082,104035,100010,126,43.748945,-79.27479
1302410,104038,100010,131,43.823245,-79.24749
1310131,104054,100010,26,43.720645000000005,-79.50989
1304055,104054,100010,124,43.736445,-79.24899
1314053,104061,100010,118,43.780345000000004,-79.30099
1312333,104067,100010,118,43.779745,-79.30349
1316631,104081,100010,117,43.784045,-79.32709
1311542,104087,100010,118,43.780445,-79.30049
1311482,104097,100010,127,43.759445,-79.26799
1349045,104105,100010,51,43.782445,-79.40319000000001
1363588,104107,100010,79,43.665645,-79.40869
1323889,104108,100010,76,43.648245,-79.38179000000001
1289974,104119,100010,131,43.800745,-79.19929
1379733,104133,100010,121,43.691493,-79.28710500000001
1369173,104155,100010,21,43.763743,-79.57728900000001
1369177,104155,100010,85,43.634444,-79.43909000000001
1369675,104169,100010,102,43.6981,-79.439044
1369726,104169,100010,17,43.60966,-79.49025999999999
1370071,104175,100010,10,43.661390999999995,-79.543903
1382675,104196,100010,85,43.641042999999996,-79.43419200000001
1382682,104196,100010,66,43.683501,-79.322917
1371962,104209,100010,93,43.668147,-79.44181400000001
1372001,104209,100010,86,43.639426,-79.44248499999999
1291089,104224,100010,104,43.707345000000004,-79.39849
1342812,104228,100010,130,43.805245,-79.29879
1324964,104233,100010,103,43.711745,-79.411693
1293932,104248,100010,85,43.637045,-79.46349000000001
1298848,104248,100010,85,43.636645,-79.46359
1356930,104261,100010,108,43.697445,-79.44219
1333463,104287,100010,75,43.670649,-79.38483000000001
1326143,104287,100010,51,43.782744,-79.40189000000001
1357107,104289,100010,79,43.659045,-79.40049
1300277,104298,100010,120,43.722145000000005,-79.30159
1311646,104308,100010,90,43.671045,-79.47419000000001
1300655,104312,100010,42,43.735245,-79.35619
1324973,104320,100010,95,43.677845,-79.39789
1292008,104322,100010,25,43.740845,-79.50429
1292500,104349,100010,17,43.606945,-79.49049000000001
1326729,104353,100010,92,43.677245,-79.446391
1326942,104365,100010,81,43.649321,-79.420772
1330495,104390,100010,93,43.670345000000005,-79.42749
1321562,104398,100010,27,43.744645,-79.48739
1322204,104403,100010,94,43.680545,-79.431087
1329449,104419,100010,119,43.729544,-79.30463
1291890,104435,100010,137,43.751145,-79.22219
1301011,104435,100010,54,43.713545,-79.30649
1351388,104438,100010,113,43.708445000000005,-79.53389
1327320,104444,100010,126,43.745945,-79.27369
1349359,104462,100010,77,43.650244,-79.34849100000001
1301520,104473,100010,107,43.698245,-79.43839
1327908,104487,100010,8,43.701145000000004,-79.52689000000001
1327765,104487,100010,129,43.809645,-79.28999
1360225,104488,100010,77,43.648554,-79.397273
1344093,104496,100010,104,43.708645000000004,-79.39879
1344102,104496,100010,93,43.667245,-79.44419
1350654,104505,100010,111,43.677233,-79.496135
1354394,104512,100010,83,43.658946,-79.439693
1362376,104570,100010,100,43.704345,-79.40959000000001
1319584,104587,100010,78,43.656649,-79.406482
1336078,104589,100010,120,43.719545000000004,-79.28419
1345231,104618,100010,1,43.744645,-79.60999
1338722,104627,100010,29,43.706945000000005,-79.48519
1348204,104665,100010,124,43.731245,-79.26759
1302144,104673,100010,77,43.645045,-79.39689
1320057,104674,100010,124,43.724045000000004,-79.26449000000001
1316027,104674,100010,75,43.649345000000004,-79.37669
1330477,104714,100010,127,43.762845,-79.25859
1320520,104754,100010,26,43.724416999999995,-79.491901
1314089,104760,100010,52,43.782045000000004,-79.39149
1320431,104760,100010,124,43.727745,-79.25249000000001
1321770,104780,100010,52,43.783858,-79.391902
1292881,104784,100010,137,43.771545,-79.25129
1317754,104801,100010,73,43.657245,-79.37349
1302130,104809,100010,81,43.650845000000004,-79.41339
1302089,104809,100010,77,43.647245,-79.39279
1372923,104820,100010,20,43.60657,-79.547351
1372963,104831,100010,95,43.674456,-79.397746
1362257,104835,100010,85,43.633645,-79.43659
1374300,104845,100010,12,43.631345,-79.57679
1363081,104845,100010,124,43.727782,-79.25246700000001
1375460,104853,100010,45,43.761538,-79.323894
1293088,104887,100010,14,43.638145,-79.55149
1286941,104910,100010,25,43.758245,-79.51239
1287084,104917,100010,99,43.716945,-79.39359
1297456,104927,100010,122,43.689433,-79.268268
1289088,104943,100010,118,43.776645,-79.31719
1303894,104957,100010,73,43.657645,-79.35519000000001
1298038,104976,100010,42,43.736845,-79.34499
1298041,104976,100010,92,43.677145,-79.44679000000001
4002625418,101911,100010,26,43.746352,-79.482951
142657110,132102,100010,92,43.675994,-79.45193
4002688656,135877,100010,62,43.675315000000005,-79.30849
4002722723,111460,100010,104,43.705058,-79.397983
4000009508,111460,100010,63,43.680213,-79.289912
4002723007,111460,100010,62,43.680282,-79.28992099999999
4002735710,126332,100010,129,43.809722,-79.290012
4002788366,125250,100010,50,43.791163,-79.418346
4002858983,129601,100010,23,43.734235999999996,-79.5358
4002881159,136790,100010,120,43.716452000000004,-79.261302
5000552062,105103,100010,119,43.755992,-79.314578
5000591639,144290,100010,62,43.689288,-79.296764
5000611703,124478,100010,26,43.722663,-79.499889
5000780857,139492,100010,75,43.661402,-79.38154899999999
5000852729,115074,100010,68,43.678197999999995,-79.34827
4003369105,111542,100010,119,43.744338,-79.299014
5000897486,113876,100010,14,43.621604,-79.523433
5000898741,113876,100010,70,43.657817,-79.33143199999999
5000963180,152523,100010,98,43.672415,-79.387683
5000965386,152523,100010,78,43.653159,-79.39702199999999
4002144979,105236,100010,127,43.74924,-79.24446400000001
4001678969,105240,100010,1,43.751216,-79.63402099999999
4002919707,135567,100010,58,43.700286,-79.337711
4003518072,105267,100010,2,43.743121,-79.582706
4003521992,153279,100010,80,43.661971,-79.425647
5000001915,103057,100010,30,43.706175,-79.477496
5000160956,144550,100010,126,43.765433,-79.29131600000001
5000276965,130616,100010,110,43.69015,-79.475055
5000415270,105324,100010,52,43.782801,-79.391643
5000422593,138226,100010,30,43.706294,-79.487628
5000518760,105335,100010,50,43.794638,-79.4192
5000516977,122090,100010,28,43.708796,-79.50543499999999
5000542079,145903,100010,9,43.666384,-79.532947
3001181592,105353,100010,26,43.719237,-79.515971
3001182464,105353,100010,17,43.623965000000005,-79.483676
1372879,105355,100010,33,43.742278000000006,-79.454852
4002954632,119085,100010,127,43.752669,-79.259059
4002159560,119524,100010,40,43.760329,-79.361652
4003074555,112103,100010,85,43.637053,-79.436572
4003270015,143470,100010,39,43.728297,-79.418041
4003298111,160300,100010,39,43.718352,-79.429553
4003323321,105447,100010,50,43.802954,-79.397296
4003346402,106532,100010,26,43.723689,-79.494914
1385120,105467,100010,119,43.734305,-79.29021
1385893,105470,100010,102,43.704264,-79.426135
1381541,105470,100010,124,43.731745000000004,-79.267787
1388623,105485,100010,77,43.644187,-79.37833
1388451,105495,100010,104,43.698291,-79.396632
3000935041,105499,100010,76,43.658202,-79.38976600000001
3000936395,105501,100010,76,43.664359000000005,-79.38718
3000936141,105501,100010,87,43.638579,-79.44688000000001
3013962476,105505,100010,26,43.727903999999995,-79.47845799999999
3001029733,105522,100010,138,43.737418,-79.244701
131058335,105532,100010,85,43.637614,-79.447742
3001064601,105533,100010,95,43.674319,-79.399799
3001133431,105546,100010,38,43.756991,-79.430812
4002160939,119466,100010,24,43.7741,-79.527782
1374005,105575,100010,71,43.670146,-79.360187
1385463,105577,100010,85,43.636626,-79.44155400000001
1386644,105583,100010,78,43.65549,-79.399074
1388506,105594,100010,4,43.731658,-79.57638100000001
1387438,105602,100010,1,43.691245,-79.572307
1387491,105602,100010,100,43.701007000000004,-79.407092
1377550,105608,100010,113,43.700148,-79.516185
1384076,105615,100010,3,43.743189,-79.568057
1385611,105619,100010,85,43.634032,-79.43804499999999
1387708,105628,100010,76,43.648146000000004,-79.38219000000001
1387683,105631,100010,42,43.733699,-79.342525
1378700,105631,100010,120,43.717448,-79.299609
1386536,105633,100010,34,43.776274,-79.468707
1379013,105633,100010,35,43.771440999999996,-79.455066
1381694,105636,100010,43,43.718432,-79.30456099999999
1380760,105636,100010,130,43.824481,-79.303623
1379704,105641,100010,26,43.743097999999996,-79.494228
4002177658,105659,100010,77,43.643874,-79.378192
4002199584,119729,100010,90,43.665461,-79.469447
4002199854,119729,100010,124,43.734919,-79.256099
4002237751,110111,100010,101,43.693701000000004,-79.422572
4002326649,125228,100010,39,43.721472,-79.430255
4002467400,126407,100010,42,43.726092,-79.349811
4002496866,105858,100010,51,43.771983,-79.413562
4002524694,105734,100010,25,43.756663,-79.517566
4002589073,108631,100010,38,43.738406,-79.434238
4001383742,134139,100010,139,43.732688,-79.22381899999999
4001426631,105769,100010,128,43.779536,-79.264842
4001436264,116087,100010,1,43.739615,-79.605655
4001435138,116087,100010,137,43.775023,-79.238376
141603063,105814,100010,42,43.75495,-79.350871
4001617003,100886,100010,103,43.724253000000004,-79.402026
5001021761,130766,100010,39,43.734122,-79.419688
5001136090,105852,100010,14,43.626292,-79.528835
5001197879,107256,100010,108,43.697718,-79.440814
5001215897,106242,100010,51,43.784339,-79.394687
5001313535,133620,100010,126,43.768611,-79.281932
5001404706,107824,100010,85,43.633326000000004,-79.434558
5001404450,107824,100010,107,43.694426,-79.449741
4001752528,108195,100010,39,43.733171999999996,-79.433002
4001839979,101192,100010,98,43.687121000000005,-79.393695
4001888181,129792,100010,1,43.720420000000004,-79.609165
4001902313,157458,100010,2,43.759448,-79.596225
4001911454,105960,100010,87,43.635459000000004,-79.473483
4001997279,135438,100010,23,43.731497,-79.537448
